,Water_System_Number,Water_System_Name,County,City,Zip,Serverd_Populatiion,Service_Connections,Chemical_Detected_2013-2019,Chemical_Detected_Above_MCL_2013-2019,Chemical_Lead,Lead_Sample_Count_2018,Chemical_Arsenic,Arsenic_Sample_Count_2018,Chemical_Iron,Iron_Sample_Count_2018
778,1410005,INDIAN CREEK CSD,INYO,BISHOP,92315,1030,8.0,31,15.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),2.0
779,1410007,HIGHLAND MOBILE HOME PARK,INYO,BISHOP,93514,1400,500.0,22,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
780,1410009,INYO COUNTY PWD - LONE PINE,INYO,INDEPENDENCE,93526,2035,5.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
781,1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",INYO,DEATH VALLEY,92328,175,4.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
782,1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",INYO,DEATH VALLEY,92328,88,6.0,8,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
783,1410505,"NPS - DEATH VALLEY, FURNACE CREEK",INYO,DEATH VALLEY,92328,150,150.0,170,86.0,Lead (Pb),0.0,Arsenic,12.0,Iron (Fe),0.0
784,1410510,LADWP - MANZANAR,INYO,BISHOP,93514,0,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
785,1410800,CDF - OWENS VALLEY CONSERVATION CAMP,INYO,BISHOP,93514,178,11.0,10,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
786,1500096,OLD RIVER MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93308,48,14.0,14,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
787,1500152,MIRASOL COMPANY WATER SYSTEM,KERN,BUTTONWILLOW,93206,26,12.0,9,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
788,1500209,ALTA SIERRA MUTUAL WATER CO.,KERN,WOFFORD HEIGHTS,93285,143,222.0,16,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
789,1500216,OPAL FRY AND SON,KERN,BAKERSFIELD,93313,40,13.0,7,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
790,1500231,VICTORY MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93384,849,173.0,60,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
791,1500251,RIVERKERN MUTUAL WATER COMPANY,KERN,KERNVILLE,93238,336,114.0,32,24.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
792,1500252,KERN VALLEY MUTUAL WATER COMPANY,KERN,BODFISH,93205,47,4.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
793,1500289,ATHAL MUTUAL WATER SYSTEM,KERN,BAKERSFIELD,93387,150,55.0,14,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
794,1500290,NORTH MUROC MUTUAL WATER COMPANY,KERN,NORTH EDWARDS,93523,270,2.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
795,1500296,FULLER ACRES MUTUAL WATER COMPANY,KERN,LAMONT,93241,545,165.0,75,20.0,Lead (Pb),0.0,Arsenic,2.0,Iron (Fe),0.0
796,1500314,DEL ORO WC - COUNTRY ESTATES DIST,KERN,CHICO,95927,297,90.0,23,3.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
797,1500327,RANCHO SECO INC. WATER SYSTEM,KERN,CANTIL,93519,25,12.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
798,1500333,CWS - FREMONT VALLEY,KERN,SAN JOSE,95112-4508,116,84.0,16,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
799,1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,KERN,KERNVILLE,93238,45,42.0,22,8.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),1.0
800,1500340,WEST TEHACHAPI MUTUAL,KERN,TEHACHAPI,93561,150,36.0,15,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
801,1500341,SIERRA BELLA MUTUAL WATER COMPANY,KERN,WOFFORD HEIGHTS,93285,60,180.0,13,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
802,1500344,SOUTH KERN MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93311,32,15.0,12,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
803,1500349,STOCKDALE MUTUAL WATER CO.,KERN,BAKERSFIELD,93302,200,81.0,14,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
804,1500364,KERNVALE MUTUAL WATER CO,KERN,LAKE ISABELLA,93240,75,32.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
805,1500374,CWS-GRAND OAKS WATER SYSTEM,KERN,SAN JOSE,95112-4508,149,44.0,36,30.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
806,1500378,MAHER MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93312,150,50.0,38,31.0,Lead (Pb),0.0,Arsenic,5.0,Iron (Fe),0.0
807,1500380,DE RANCHO Y MOBILE VILLA WATER,KERN,BAKERSFIELD,93309,200,90.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
808,1500393,RAINBIRD VALLEY MUTUAL WATER COMPANY,KERN,WELDON,93283,238,85.0,25,15.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
809,1500396,DESERT PARADISE RV PARK WATER SYSTEM,KERN,MANHATTAN BEACH,90266,25,25.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
810,1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,KERN,KERNVILLE,93238,32,32.0,14,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
811,1500401,METTLER COUNTY WATER DISTRICT,KERN,BAKERSFIELD,93313,157,17.0,16,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
812,1500404,PINEBROOK COMMUNITY WATER WELL,KERN,WOFFORD HEIGHTS,93285,94,42.0,28,14.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
813,1500405,"AERIAL ACRES WATER COMPANY, INC.",KERN,NORTH EDWARDS,93523,112,48.0,90,42.0,Lead (Pb),0.0,Arsenic,8.0,Iron (Fe),0.0
814,1500406,TRADEWIND WATER ASSOC.,KERN,WELDON,93283,632,0.0,12,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
815,1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,KERN,SAN JOSE,95112-4508,211,160.0,233,39.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
816,1500409,BROCK MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93312,462,155.0,85,16.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),0.0
817,1500413,TEJON RANCH MAIN HEADQUARTERS,KERN,LEBEC,93243,132,2.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
818,1500415,TEJON RANCH GRAPEVINE WATER,KERN,LEBEC,93243,2211,1.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
819,1500424,LANDS OF PROMISE MWC,KERN,ROSAMOND,93560,174,63.0,132,116.0,Lead (Pb),0.0,Arsenic,11.0,Iron (Fe),0.0
820,1500426,ROSE VILLA APARTMENTS,KERN,RANCHO PALOS VERDES,90275,65,32.0,30,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
821,1500436,HUNGRY GULCH MWC,KERN,LAKE ISABELLA,93240,61,36.0,111,89.0,Lead (Pb),0.0,Arsenic,12.0,Iron (Fe),0.0
822,1500442,SUNSET APARTMENTS WS,KERN,NORTH EDWARDS,93523,37,20.0,32,28.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
823,1500443,CANYON MEADOWS MUTUAL WATER,KERN,BODFISH,93205,394,141.0,58,20.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
824,1500447,SIERRA BREEZE MUTUAL WATER COMPANY,KERN,INYOKERN,93527,150,60.0,23,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
825,1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,KERN,WELDON,93283,36,47.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
826,1500449,FOURTH STREET WATER SYSTEM,KERN,LAKE ISABELLA,93240,56,28.0,49,36.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
827,1500452,RIVERDALE VILLAGE,KERN,BAKERSFIELD,93308,750,290.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
828,1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,KERN,BAKERSFIELD,93313,56,16.0,34,31.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
829,1500458,R.S. MUTUAL WATER COMPANY,KERN,WOFFORD HEIGHTS,93285,67,24.0,40,24.0,Lead (Pb),1.0,Arsenic,4.0,Iron (Fe),0.0
830,1500459,LAKE OF THE WOODS MOBILE VILLAGE,KERN,LAKE OF THE WOODS,93225,82,86.0,14,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
831,1500461,FOUNTAIN TRAILER PARK WATER,KERN,NORTH EDWARDS,93523,68,33.0,34,29.0,Lead (Pb),1.0,Arsenic,5.0,Iron (Fe),0.0
832,1500465,OAK KNOLLS MUTUAL WATER COMPANY,KERN,LAKE ISABELLA,93240,123,47.0,26,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
833,1500466,A.F.P. MUTUAL WATER COMPANY,KERN,TEHACHAPI,93561,686,1.0,186,122.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),21.0
834,1500475,KRISTA MUTUAL WATER COMPANY,KERN,FRAZIER PARK,93225,501,179.0,10,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
835,1500478,"VALLEY ESTATES POA, INC.",KERN,WELDON,93283,386,113.0,15,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
836,1500481,RIVERNOOK CAMPGROUND,KERN,KERNVILLE,93238,877,137.0,19,11.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),1.0
837,1500483,ALLEN ROAD MUTUAL WATER SYSTEM,KERN,BAKERSFIELD,93390,195,59.0,8,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
838,1500485,ANTELOPE VALLEY MOBILE ESTATES,KERN,ROSAMOND,93560,60,28.0,38,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
839,1500489,BRITE LAKE MUTUAL WATER COMPANY,KERN,TEHACHAPI,93561,89,27.0,27,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
840,1500491,INTERSTATE 5 UILITY COMPANY,KERN,BAKERSFIELD,93313,2948,20.0,20,4.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),0.0
841,1500493,"EL ADOBE POA, INC.",KERN,BAKERSFIELD,93307,200,80.0,65,31.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
842,1500494,WILSON ROAD WATER COMMUNITY,KERN,BAKERSFIELD,93307,66,20.0,20,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
843,1500495,AERA ENERGY-LLC,KERN,MCKITTRICK,93251,1500,21.0,26,8.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),0.0
844,1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,KERN,BAKERSFIELD,93314,105,32.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
845,1500508,TWIN PINES MOBILEHOME PARK,KERN,BAKERSFIELD,93301,92,40.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
846,1500511,VR'S TRAILER PARK,KERN,BAKERSFIELD,93307,25,27.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
847,1500516,TUT BROTHERS FARM #96,KERN,WATSONVILLE,95077,30,13.0,11,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
848,1500518,AGBAYANI VILLAGE WATER SYSTEM,KERN,DELANO,93216,38,5.0,14,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
849,1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,KERN,WELDON,93283,120,71.0,114,55.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
850,1500535,MANON MANOR MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93314,200,55.0,9,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
851,1500540,PINON VALLEY WATER COMPANY,KERN,TEHACHAPI,93561,109,38.0,88,56.0,Lead (Pb),0.0,Arsenic,14.0,Iron (Fe),1.0
852,1500542,WILLOW SPRINGS MOBILE HOME PARK,KERN,TEHACHAPI,93561,275,2.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
853,1500543,AGAPE MUTUAL WATER SYSTEM,KERN,BAKERSFIELD,93314,60,16.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
854,1500544,ENOS LANE PUBLIC UTILITY DISTRICT,KERN,BAKERSFIELD,93390,270,95.0,45,8.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
855,1500546,HARVEST MOON MUTUAL WATER CO,KERN,BAKERSFIELD,93314,138,49.0,19,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
856,1500550,WEST VALLEY MUTUAL WATER COMPANY,KERN,INYOKERN,93527,70,0.0,8,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
857,1500553,RANCHOS DEL RIO,KERN,BAKERSFIELD,93308,62,24.0,13,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
858,1500554,EAST INYOKERN MUTUAL WATER,KERN,INYOKERN,93527,87,28.0,19,9.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),1.0
859,1500555,MUSTANG MUTUAL WATER SYSTEM,KERN,BAKERSFIELD,93390,200,51.0,7,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
860,1500556,HART FLAT BEAR MUTUAL WATER,KERN,KEENE,93531,56,28.0,43,38.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),7.0
861,1500557,STOCKDALE RANCHOS MUTUAL WATER CO,KERN,BAKERSFIELD,93301,393,95.0,8,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
862,1500560,KRANENBURG WATER SYSTEM,KERN,BAKERSFIELD,93314,42,15.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
863,1500561,ROUND MOUNTAIN WATER COMPANY,KERN,BAKERSFIELD,93308,50,17.0,10,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
864,1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,KERN,RIDGECREST,93527,198,60.0,15,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
865,1500564,HOMETOWN WATER ASSOCIATION,KERN,RIDGECREST,93555,25,12.0,7,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
866,1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,KERN,WOODY,93287,27,13.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
867,1500569,VALLEY VIEW ESTATES MUTUAL WATER CO,KERN,KEENE,93531,96,50.0,80,29.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
868,1500571,"LUCKY 18 ON ROSAMOND, LLC",KERN,LOS ANGELES,90015,73,60.0,33,31.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
869,1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93387,165,61.0,25,17.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
870,1500578,LONG CANYON WATER COMPANY CORP.,KERN,BAKERSFIELD,93309,122,1.0,5,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
871,1500579,LIFE WATER CO-OP,KERN,INYOKERN,93527,27,18.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
872,1500584,GOOSELAKE WATER COMPANY,KERN,BAKERSFIELD,93314,90,32.0,16,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
873,1500585,OASIS PROPERTY OWNERS ASSOCIATION,KERN,BAKERSFIELD,93387,100,39.0,37,20.0,Lead (Pb),0.0,Arsenic,2.0,Iron (Fe),0.0
874,1500588,SON SHINE PROPERTIES,KERN,EDISON,93220,438,106.0,22,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
875,1500591,SWEET WATER CO-OP,KERN,INYOKERN,93527,47,15.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
876,1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93308,80,20.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
877,1500597,GRIMMWAY FARMS- FROZEN FOODS,KERN,BAKERSFIELD,93380,300,0.0,202,138.0,Lead (Pb),0.0,Arsenic,24.0,Iron (Fe),0.0
878,1500599,CHOCTAW VALLEY MUTUAL WATER CO.,KERN,BAKERSFIELD,93308,44,18.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
879,1500600,J.G. BOSWELL COMPANY WATER SYSTEM,KERN,BAKERSFIELD,93389,47,5.0,51,29.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
880,1502004,"ANDREWS AG., INC",KERN,BAKERSFIELD,93313,52,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
881,1502008,HOSKING AVENUE SWAP MEET,KERN,BAKERSFIELD,93307,32,5.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
882,1502012,HECK CELLARS WATER SYSTEM,KERN,DIGIORGIO,93203,47,0.0,33,23.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
883,1502017,WHEELER FARMS HEADQUARTERS,KERN,BAKERSFIELD,93312,25,10.0,16,14.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
884,1502034,CALIFORNIA PORTLAND CEMENT,KERN,MOJAVE,93501,200,0.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
885,1502042,CAMP LAKOTA WATER SYSTEM,KERN,LOS ANGELES,90015,205,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
886,1502044,CAMP TECUYA WATER SYSTEM,KERN,LOS ANGELES,90041,180,3.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
887,1502056,CLARK STREET COMMUNITY WELL,KERN,LAKE ISABELLA,93240,90,20.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
888,1502066,DELANO GROWER S GRAPE PRODUCTS,KERN,DELANO,93215,41,1.0,14,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
889,1502068,DI GIORGIO SCHOOL WATER SYSTEM,KERN,ARVIN,93203,232,1.0,24,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
890,1502073,CAMP EL CAMINO PINES,KERN,FRAZIER PARK,93225,208,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
891,1502074,EL TEJON MIDDLE SCHOOL,KERN,LEBEC,93243,550,1.0,7,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
892,1502133,V LIONS OPS WATER SYSTEM,KERN,WASCO,93280,35,3.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
893,1502134,JAMESON RANCH CAMP,KERN,GLENNVILLE,93226,100,11.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
894,1502154,LAKESIDE SCHOOL,KERN,BAKERSFIELD,93311,800,1.0,27,27.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),0.0
895,1502164,LLANAS CAMP FOUR WATER SYSTEM,KERN,SHAFTER,93263,54,55.0,7,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
896,1502194,SIERRA VISTA RESTAURANT,KERN,WELDON,93283,50,1.0,9,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
897,1502213,PARADISE COVE LODGE,KERN,LAKE ISABELLA,93240,52,0.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
898,1502217,BETHEL IN THE HILLS - PCG CAMP,KERN,FRAZIER PARK,93225,320,7.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
899,1502223,WILLOW SPRINGS RACEWAY,KERN,ROSAMOND,93560,5022,0.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
900,1502225,RANKIN GUEST RANCH,KERN,CALIENTE,93518,42,7.0,8,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
901,1502231,ROSAMOND SCHOOL WATER SYSTEM,KERN,ROSAMOND,93560,940,2.0,77,30.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
902,1502232,ROSAMOND MOBILEHOME PARK,KERN,IRVINE,92602,175,79.0,7,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
903,1502247,DESERT BREEZE MOBILE HOME ESTATES,KERN,ENCINO,91416,82,63.0,34,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
904,1502249,CAMP ST NICHOLAS WATER SYSTEM,KERN,LOS ANGELES,90057,212,8.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
905,1502260,SOUTH FORK ELEMENTARY SCHOOL WATER SYS,KERN,WELDON,93283,154,1.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
906,1502277,TEHACHAPI CUMMINGS COUNTY WATER DISTRICT,KERN,TEHACHAPI,93581,28,0.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
907,1502315,CAMP OWEN WATER SYSTEM,KERN,KERNVILLE,93238,225,0.0,38,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
908,1502317,KERN CO P&R-GREENHORN MT. PARK WATER,KERN,BAKERSFIELD,93301,60,36.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
909,1502319,KERN CO P&R-LAKE WOOLLOMES WATER SYSTEM,KERN,BAKERSFIELD,93301,404,3.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
910,1502320,LERDO SHERIFF S FACILITY,KERN,BAKERSFIELD,93308,2800,110.0,17,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
911,1502327,KERN VALLEY AIRPORT,KERN,BAKERSFIELD,93308,49,1.0,11,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
912,1502383,NORD ROAD WATER ASSOCIATION,KERN,BAKERSFIELD,93312,32,16.0,45,38.0,Lead (Pb),0.0,Arsenic,6.0,Iron (Fe),0.0
913,1502449,CYPRESS CANYON WATER SYSTEM,KERN,LAKE ISABELLA,93240,44,16.0,10,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
914,1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,KERN,BAKERFIELD,93307,45,16.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
915,1502545,SCHWEIKART WATER SYSTEM,KERN,BAKERSFIELD,93314,37,8.0,11,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
916,1502549,POPLAR AVENUE COMMUNITY,KERN,SHAFTER,93263,22,6.0,15,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
917,1502564,SIERRA MEADOWS,KERN,KERNVILLE,93238,68,1.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
918,1502569,FIRST MUTUAL WATER SYSTEM,KERN,ROSAMOND,93560,35,15.0,34,29.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
919,1502597,DEL SOL WATER CO-OP,KERN,INYOKERN,93527,22,4.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
920,1502600,WEGIS MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93314,51,23.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
921,1502608,OWENS PEAK WEST,KERN,INYOKERN,93527,67,24.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
922,1502619,SOUTH DESERT MUTUAL WATER COMPANY,KERN,INYOKERN,93527,26,13.0,9,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
923,1502620,POND MUTUAL WATER COMPANY,KERN,WASCO,93280,48,18.0,35,26.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
924,1502622,GOSFORD ROAD WATER COMPANY,KERN,BAKERSFIELD,93313,50,15.0,16,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
925,1502629,HEATH BRIMHALL P.O.A.,KERN,BAKERSFIELD,93384,47,14.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
926,1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93308,32,16.0,24,17.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
927,1502653,BELLA VISTA MUTUAL WATER COMPANY,KERN,WELDON,93283,150,46.0,12,5.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),0.0
928,1502659,OWENS PEAK SOUTH,KERN,INYOKERN,93527,40,17.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
929,1502663,TOWN & COUNTRY WATER COMPANY,KERN,BAKERSFIELD,93306,73,22.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
930,1502666,WILCOX WATER SYSTEM,KERN, ,,20,12.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
931,1502670,"FAIRVIEW WATER COMPANY, LLC",KERN,TEHACHAPI,93561,240,72.0,24,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
932,1502680,ORANGE GROVE RV PARK,KERN,EDISON,93220,205,1.0,12,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
933,1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",KERN,MORRO BAY,93443,101,0.0,15,8.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),1.0
